deal_value,days_since_created,stage_encoded,num_interactions,days_until_expected_close,closure_score,is_closed
102790.86,77,0,4,75,5.0,0
13402.27,33,1,19,30,21.1,0
1786.8,59,4,12,95,29.8,0
90088.53,92,4,13,121,18.3,1
6402.36,68,3,11,116,14.0,0
18505.84,108,2,21,159,5.0,0
33324.11,113,1,6,78,5.0,0
29504.59,119,3,8,144,5.0,0
121115.39,7,3,19,145,37.4,0
30211.91,7,3,14,121,34.8,0
153341.12,84,1,20,30,6.8,0
28150.63,6,2,17,83,31.9,0
217412.63,33,2,23,-14,39.5,0
9954.45,67,4,16,118,29.1,0
80801.19,77,1,24,79,8.0,0
49126.98,1,4,4,30,45.7,0
150604.68,48,1,1,45,5.0,0
10136.17,24,1,12,-15,21.3,1
31886.52,25,4,10,64,41.1,1
282741.89,110,4,12,124,11.6,0
57343.28,70,1,3,30,5.0,1
1453.44,88,2,23,142,7.4,0
21843.7,20,4,11,124,37.6,1
46527.06,116,0,4,168,5.0,0
100800.14,118,2,7,65,5.0,0
48117.35,4,0,21,44,20.4,0
20402.06,70,1,6,169,5.0,0
39507.76,16,3,7,56,31.6,0
780305.74,90,4,5,101,12.9,0
175125.31,74,2,3,43,5.0,0
172159.35,14,2,13,148,19.0,0
178673.41,39,0,4,71,5.0,0
73543.73,12,0,18,69,12.5,0
309232.84,9,1,16,109,17.4,1
16356.82,52,3,20,30,36.4,0
42485.61,17,4,12,-22,54.1,0
37185.16,67,4,7,30,28.9,0
247129.46,55,4,15,75,36.0,0
41219.38,105,1,17,84,5.0,0
55302.91,118,3,8,8,6.8,0
51555.01,67,3,2,102,6.7,0
113965.62,9,4,10,125,39.8,1
13499.89,90,0,18,111,5.0,0
13313.19,15,4,23,155,48.0,0
5546.38,99,0,22,7,5.0,0
56770.81,70,1,13,85,5.0,0
110163.97,39,2,9,122,10.1,0
439450.65,89,2,15,131,5.0,0
381373.19,111,4,1,-22,14.9,0
9733.54,83,1,0,30,5.0,0
108605.27,37,3,20,95,34.4,1
40912.02,66,4,9,47,29.5,1
70672.89,86,4,23,30,39.2,1
87542.89,10,3,15,30,44.0,1
35139.62,29,0,5,30,5.0,0
34455.61,66,4,24,30,46.2,0
197620.69,107,0,16,43,5.0,0
14037.11,115,2,16,143,5.0,0
11071.69,72,3,7,160,5.0,0
7831.61,24,0,10,160,5.0,0
50177.41,38,0,19,14,11.2,0
15063.56,93,0,17,96,5.0,0
47160.18,95,2,6,-13,5.0,0
77680.43,96,4,24,11,39.1,0
111128.71,112,3,9,115,5.0,0
37654.07,50,1,1,108,5.0,0
259571.44,41,3,10,173,15.4,0
70273.12,50,0,6,161,5.0,1
45653.17,104,1,0,50,5.0,0
40139.62,49,1,22,-16,23.9,1
13192.84,43,3,10,152,16.9,0
127816.73,79,0,0,30,5.0,0
69369.13,19,0,19,3,18.0,1
14507.48,9,2,7,8,28.5,0
131737.97,109,1,19,164,5.0,0
30576.48,34,2,13,150,12.8,0
16488.78,47,2,4,30,11.9,0
18746.7,58,4,9,58,30.8,0
91820.57,76,4,1,79,15.3,0
14485.15,1,0,13,142,5.0,0
3004.92,74,0,5,-1,5.0,0
122847.31,103,3,21,-8,25.9,1
48757.06,17,3,17,30,43.9,1
28742.85,33,3,20,123,32.8,0
10048.61,101,0,15,56,5.0,0
35895.38,102,0,18,63,5.0,0
65104.09,33,1,10,156,5.0,0
160702.43,65,2,2,90,5.0,0
69258.26,92,0,19,30,5.0,0
84954.3,79,0,12,79,5.0,0
138059.16,10,2,17,109,28.1,0
23844.8,82,0,5,30,5.0,0
69073.6,101,0,17,178,5.0,0
60816.58,84,0,14,147,5.0,0
9765.18,33,1,20,30,22.1,0
43796.34,118,0,3,148,5.0,0
341748.6,40,3,11,30,31.0,0
15929.43,57,3,3,30,17.9,0
40102.35,68,1,17,53,6.3,0
126924.07,94,3,9,53,10.5,0
57152.01,29,1,4,30,7.3,0
26238.07,42,4,12,144,30.0,0
92208.86,75,2,20,137,8.8,0
106558.63,84,4,22,41,37.7,0
14885.03,110,3,1,51,5.0,0
126126.01,15,2,8,30,25.5,0
44583.18,58,1,14,98,5.0,0
120076.94,76,0,11,87,5.0,0
89324.53,71,3,1,115,5.0,0
11150.86,3,4,24,83,59.8,1
7269.22,110,4,21,87,24.3,1
39851.96,43,3,20,30,39.1,0
36924.17,49,2,6,33,13.0,0
108055.7,28,0,15,30,8.6,0
26887.7,100,3,18,37,19.3,0
22620.3,49,1,8,172,5.0,0
205509.58,15,2,19,16,37.9,0
71215.82,25,0,22,30,16.5,0
41737.51,80,2,22,112,11.8,0
3260.6,44,0,0,9,5.0,0
50543.52,104,4,2,7,15.1,0
115397.96,101,0,15,30,5.0,0
24334.3,41,3,15,155,22.2,0
98456.45,44,0,16,88,5.0,0
23734.13,16,3,20,4,49.8,1
28075.74,50,4,24,180,36.0,0
57868.05,80,3,5,40,12.0,0
20384.82,76,2,15,30,14.2,0
69554.3,32,4,9,177,26.7,1
48794.38,87,1,7,-14,5.0,0
43954.47,107,4,18,146,16.3,0
146817.91,20,0,10,147,5.0,0
146805.45,108,3,15,30,14.6,0
17784.81,14,1,17,30,24.8,0
12168.16,16,3,15,30,42.2,0
178498.89,119,2,0,173,5.0,0
31501.88,89,3,23,30,28.3,1
22614.83,40,1,5,18,6.2,0
80693.23,94,0,16,0,5.0,0
10213.43,12,4,20,165,44.9,0
428352.67,85,1,12,30,5.0,0
76460.64,83,2,20,123,7.8,0
88520.42,59,4,8,45,30.8,0
31706.79,112,1,20,28,5.0,0
20970.95,93,0,14,30,5.0,0
15794.27,82,0,23,-6,5.0,0
10440.96,99,2,17,-27,15.0,0
31616.12,11,0,7,30,5.7,1
20032.33,10,3,11,30,40.0,0
82347.66,75,1,22,98,5.0,0
27602.28,2,0,15,88,10.6,0
44844.65,62,2,7,100,5.0,0
36289.34,9,0,4,151,5.0,0
10858.28,21,3,15,58,37.9,0
82661.38,95,2,2,34,5.0,0
16543.16,64,4,6,30,28.8,0
42932.46,46,1,15,31,13.1,0
43129.29,71,3,23,12,35.5,0
18203.48,81,3,24,30,31.7,0
27328.81,4,4,24,18,66.0,1
65366.44,93,1,20,37,5.0,0
30593.73,36,1,2,100,5.0,1
288480.65,25,1,3,97,5.0,0
168896.99,8,0,10,128,5.0,0
15898.72,20,4,12,50,46.0,1
63881.61,33,2,15,144,15.7,0
56029.05,116,4,0,67,5.0,1
77318.19,15,2,11,164,15.1,0
105232.52,117,3,5,15,5.0,0
17674.3,36,1,24,160,12.2,0
38176.96,71,3,18,52,26.5,1
22202.2,68,1,8,51,5.0,0
47499.23,94,2,14,128,5.0,0
80572.61,42,2,9,174,5.0,0
22743.64,44,0,13,129,5.0,0
16576.61,78,0,20,30,5.0,0
83273.12,80,3,20,5,30.5,0
47291.39,10,2,17,174,21.6,0
152576.52,52,4,12,30,38.4,0
31178.9,26,4,19,-25,58.7,0
14435.61,35,2,9,114,12.1,0
73735.4,12,1,12,96,13.8,0
32210.0,67,2,20,30,21.9,0
16203.92,31,3,19,158,28.9,1
156383.04,23,3,23,12,49.9,1
57646.94,37,3,12,30,32.9,1
80404.35,56,2,15,110,12.2,0
157905.63,90,4,18,30,33.0,0
68818.13,87,2,4,30,5.0,0
81070.21,118,4,16,167,8.9,0
107908.62,72,4,16,93,30.1,0
79373.86,6,1,5,108,7.4,0
124904.98,99,0,10,174,5.0,0
245222.3,53,0,7,115,5.0,0
6163.99,85,1,18,15,6.0,0
108097.63,24,2,9,28,24.0,1
71658.76,21,0,13,28,8.9,0
152324.44,64,4,2,-25,30.3,0
64769.35,39,2,23,161,20.2,0
57651.51,13,4,4,32,41.9,1
10653.82,4,1,15,163,12.5,0
297054.04,23,4,1,30,36.1,0
79342.88,43,4,2,63,27.8,1
138161.97,111,3,11,122,5.0,1
20395.79,45,3,22,57,37.8,1
52281.23,93,2,4,160,5.0,0
70493.25,54,2,14,53,17.5,1
67784.38,80,4,5,30,23.0,0
21363.37,84,4,0,22,17.6,0
17366.44,18,1,20,74,22.2,0
34867.66,4,1,13,-9,27.7,0
89264.7,110,0,24,-3,5.0,0
220237.01,104,4,11,130,11.8,0
18633.82,14,0,3,41,5.0,0
202016.18,82,4,9,-24,31.8,0
43380.56,54,2,5,147,5.0,0
72956.32,96,1,5,94,5.0,0
25753.85,98,4,16,109,20.7,0
56873.7,66,0,14,46,5.0,0
9871.65,78,1,21,59,6.7,0
16010.82,72,0,16,123,5.0,0
2079073.32,116,3,11,179,5.0,0
151165.81,7,1,12,-12,26.1,1
8683.71,7,1,14,23,24.6,0
31918.05,72,2,10,92,5.0,0
77786.01,117,1,8,104,5.0,0
180467.49,101,4,19,98,23.9,1
34259.17,35,2,7,36,17.9,1
91227.02,48,4,2,48,27.8,1
89968.14,80,1,2,85,5.0,0
153781.21,64,4,11,30,33.8,0
379505.16,90,1,19,137,5.0,0
719555.99,19,1,0,179,5.0,0
37290.03,43,0,17,24,6.7,0
48679.94,117,1,4,9,5.0,0
7194.28,15,4,13,113,42.2,1
139673.28,77,4,10,78,24.1,1
84050.61,86,3,8,166,5.0,0
62094.9,35,2,11,119,13.6,0
20084.63,15,1,13,-2,23.7,0
91793.79,57,2,3,71,5.0,0
27303.63,55,0,18,-8,7.3,0
59637.01,17,2,1,116,9.3,0
38021.97,35,2,17,77,23.8,0
21799.6,77,3,12,17,22.2,0
29703.24,52,2,11,175,5.0,0
21858.29,81,1,1,164,5.0,0
5322.61,12,2,8,30,26.4,0
22930.37,84,4,2,30,18.8,0
41457.89,81,1,21,30,8.7,0
61921.71,40,4,1,30,31.0,1
322253.54,15,3,4,175,17.0,0
68785.21,38,3,4,23,25.3,0
22710.42,49,3,8,35,24.8,0
4931.08,90,1,12,146,5.0,0
5194.54,68,2,7,15,10.1,0
36500.53,62,0,1,13,5.0,0
50522.07,114,3,11,30,8.8,0
101728.64,111,3,10,40,7.7,0
180199.58,67,4,3,74,20.5,0
162925.22,95,0,15,30,5.0,0
6641.97,110,0,6,64,5.0,0
18989.1,101,0,2,4,5.0,0
123231.05,57,4,13,-7,41.6,0
10504.85,16,1,2,30,9.2,0
16487.8,50,3,18,-12,39.2,1
56369.95,97,1,13,104,5.0,0
135701.19,62,4,20,167,29.7,1
65789.86,12,4,0,59,35.5,0
13938.39,57,1,5,80,5.0,0
85329.25,88,1,5,30,5.0,0
29653.19,117,3,2,109,5.0,0
24161.77,60,0,6,126,5.0,0
68887.39,45,2,1,25,10.0,0
83664.48,50,0,2,98,5.0,0
10275.84,20,0,1,30,5.0,0
11283.26,35,2,2,136,5.0,0
11904.0,96,3,3,-20,11.2,0
23778.45,103,4,2,30,13.1,1
113911.5,10,0,13,50,10.0,0
68715.74,74,2,19,-11,22.9,0
76115.68,19,1,21,3,30.0,1
75692.06,117,1,20,28,5.0,0
30959.4,16,0,14,61,8.1,0
271017.48,9,1,17,107,18.6,0
160192.64,87,4,15,30,30.9,0
4891.0,43,2,11,30,20.1,0
37939.44,54,4,13,-26,44.4,1
10746.77,50,3,19,45,34.5,0
25367.23,48,4,10,30,37.6,1
127268.81,78,4,12,63,27.3,0
79641.93,30,3,5,50,26.0,0
206823.05,100,1,9,71,5.0,0
23470.09,80,1,13,36,5.0,0
681917.96,109,1,21,-19,5.2,0
34008.21,65,2,9,12,13.3,0
10632.83,79,1,24,-18,17.1,0
39693.18,23,0,19,-15,18.6,0
110160.92,97,1,14,93,5.0,0
105249.15,8,3,14,30,43.6,1
209806.6,52,1,18,30,14.4,0
29065.02,104,3,13,115,5.3,0
49558.85,110,0,21,30,5.0,0
169574.01,109,2,3,17,5.0,0
160520.46,114,0,6,30,5.0,0
3811.36,96,4,14,30,27.2,0
25256.77,72,2,1,39,5.0,0
83706.07,60,4,17,102,33.8,0
205908.48,52,2,3,23,10.1,0
477631.67,82,0,7,21,5.0,0
254207.16,65,1,1,30,5.0,0
322927.69,116,2,14,143,5.0,0
44555.4,60,0,13,121,5.0,0
80191.64,85,2,7,160,5.0,0
82532.62,30,0,8,25,5.0,0
118491.25,93,1,12,57,5.0,0
29061.59,95,3,24,-28,33.3,0
21117.26,89,1,22,-28,13.1,0
121358.37,41,4,22,64,48.3,0
35803.72,58,2,7,53,9.3,0
217785.39,58,2,16,-26,26.2,0
1293300.4,56,2,11,29,16.3,1
4497.95,101,4,10,174,7.3,1
110209.85,116,2,18,30,5.2,0
22481.16,99,3,2,161,5.0,0
126070.54,94,0,20,155,5.0,0
66925.02,60,3,2,106,8.4,0
57067.66,91,4,21,82,30.5,0
33445.4,97,4,19,30,31.9,0
36781.2,76,4,3,158,9.4,0
38847.08,53,2,15,-15,25.6,0
55630.45,58,1,22,30,16.6,0
6927.63,49,0,18,45,5.0,0
71923.87,28,0,14,149,5.0,0
163871.34,10,2,9,78,23.2,1
46144.87,5,3,8,63,35.2,0
36523.38,116,3,11,30,8.2,1
12124.73,90,1,9,103,5.0,0
30005.16,60,2,20,22,24.8,0
392593.6,119,0,21,30,5.0,0
28407.17,97,2,5,14,5.0,0
15256.23,11,2,21,108,31.9,0
50869.0,84,2,8,-28,10.6,0
209218.06,50,0,23,109,5.0,0
1285176.55,105,1,9,30,5.0,0
4052.39,40,2,12,48,20.2,0
112145.03,74,4,3,10,24.8,1
43123.06,24,0,12,123,5.0,0
39725.88,59,2,13,30,17.3,0
46241.84,94,0,3,144,5.0,0
38703.31,101,0,4,30,5.0,0
174368.98,81,1,12,30,5.0,0
53430.66,98,1,20,30,5.0,0
1117032.08,69,4,17,12,40.1,0
6864.31,49,2,8,104,7.9,0
58307.13,86,2,22,30,18.2,1
27111.65,31,2,4,149,5.0,0
4224.87,119,0,15,-12,5.0,0
18767.9,115,2,14,12,5.0,0
231191.94,78,3,9,30,17.6,0
8826.27,33,3,1,30,23.1,1
66515.06,76,0,2,139,5.0,0
90141.29,104,2,6,-14,5.0,0
12790.93,105,4,7,141,6.4,0
47681.47,103,3,1,-10,6.1,0
23411.03,92,0,18,157,5.0,0
16046.95,22,3,7,157,19.7,1
250128.79,43,3,8,11,29.0,1
41797.25,16,1,3,100,5.0,0
18932.85,64,3,20,142,21.6,0
103153.81,32,3,2,30,24.4,0
319622.16,77,2,6,30,5.0,0
257001.53,32,2,17,-4,32.8,0
165624.02,46,3,17,124,25.8,1
10046.35,31,2,2,169,5.0,0
61859.75,80,1,5,71,5.0,1
18923.51,61,2,10,127,5.0,1
54330.08,23,1,4,34,8.7,1
56208.66,93,4,1,36,14.5,1
9617.42,3,2,15,115,27.6,0
26019.87,104,4,18,4,31.4,0
33666.66,112,1,8,30,5.0,0
28655.42,17,3,16,43,41.6,1
72365.01,99,1,21,68,5.0,0
6260.1,10,3,23,165,38.5,1
12930.59,19,0,18,30,14.3,0
200763.19,7,3,21,57,48.2,0
39146.58,41,3,8,30,27.7,0
27366.05,101,4,0,-2,14.9,0
21910.67,43,1,21,138,9.3,0
3079.12,93,4,2,81,11.0,1
11862.48,102,1,1,162,5.0,0
29201.79,91,1,20,30,5.0,0
22316.6,51,3,22,34,38.3,0
67904.58,68,0,5,45,5.0,0
11287.17,42,2,19,53,26.1,1
14769.42,112,2,0,30,5.0,0
45416.94,112,3,5,-3,6.7,0
24096.24,93,4,3,134,6.7,0
92766.4,72,0,11,16,5.0,0
18304.62,68,3,9,35,20.1,0
129449.77,37,2,24,30,34.9,1
243249.83,55,2,7,162,5.0,0
120991.81,9,3,23,56,49.7,1
19450.79,18,4,10,30,46.6,1
344226.9,36,4,24,-26,60.8,1
108046.15,92,0,18,172,5.0,0
648776.86,107,4,17,56,24.3,0
406137.41,40,3,0,157,7.3,0
71869.77,51,2,17,106,16.1,0
51296.34,98,3,21,166,10.0,0
541455.71,47,0,16,80,5.0,0
131476.0,108,1,4,30,5.0,0
118745.27,87,2,3,89,5.0,0
98607.61,119,3,18,159,5.0,0
22890.67,102,2,5,95,5.0,0
38683.02,6,2,3,121,14.1,0
187713.65,59,4,23,30,47.3,0
179823.02,105,0,2,77,5.0,0
18055.61,73,4,17,77,32.4,1
75307.61,19,4,5,138,30.5,0
13547.41,12,0,0,96,5.0,1
19645.23,69,2,4,48,5.0,0
97486.56,8,3,12,2,44.4,1
3687.88,88,1,18,30,5.0,0
43450.53,119,4,8,26,14.7,0
32693.48,45,2,9,59,14.6,0
16340.64,23,4,7,-4,45.5,0
39458.01,16,2,7,3,26.9,0
37602.55,17,3,13,67,36.2,0
77797.3,12,1,24,99,25.5,0
4722.68,84,4,9,-23,31.1,1
38862.89,38,2,22,134,22.2,0
256330.88,33,2,10,45,20.6,0
45284.67,67,0,0,169,5.0,0
128576.43,27,4,7,140,29.9,0
36064.69,2,0,11,30,12.4,0
32804.68,20,3,3,161,15.9,0
14854.05,2,3,6,165,23.9,0
149688.9,55,3,0,30,15.5,1
8676.97,119,3,23,136,8.7,0
61069.62,13,1,22,180,15.1,0
19482.15,25,3,5,162,16.3,0
75415.11,78,1,17,6,8.0,1
13246.1,31,1,0,34,5.0,0
64369.38,68,1,0,30,5.0,0
31811.47,47,0,10,37,5.0,0
28834.67,83,0,16,108,5.0,0
72759.97,56,4,21,30,46.2,1
18361.72,31,4,12,49,42.8,0
12798.14,107,4,6,154,5.0,0
15901.98,115,0,9,130,5.0,0
7416.66,1,2,12,62,30.5,1
73400.39,91,4,18,27,33.0,1
278524.68,36,0,5,179,5.0,0
51894.9,79,4,4,-13,26.6,1
31935.08,7,0,21,69,17.0,0
68858.07,5,1,14,96,17.9,0
1697.6,2,2,1,30,22.4,0
40369.56,93,1,16,30,5.0,0
6482.4,6,1,2,88,6.4,0
24161.7,8,0,12,30,11.6,0
13781.63,18,4,3,-23,44.9,1
29560.88,13,0,5,90,5.0,0
47491.28,2,4,6,30,47.4,1
20979.31,104,2,8,-16,5.0,0
20549.09,39,3,21,47,39.6,0
63476.49,1,0,16,30,17.7,0
67757.12,113,0,22,91,5.0,0
34253.39,88,0,0,30,5.0,0
8060.07,32,2,8,30,20.4,0
56395.3,10,3,22,-29,56.9,1
30935.1,34,2,12,74,19.4,0
367200.56,112,0,12,30,5.0,0
48169.15,50,3,6,30,23.0,1
221889.76,116,3,19,30,16.2,0
11030.92,88,3,17,30,22.6,0
71504.38,57,0,4,163,5.0,0
143208.77,114,2,14,74,5.0,0
218065.96,114,4,23,156,18.2,0
7775.84,83,2,11,30,8.1,0
102381.67,24,4,11,158,33.0,1
21669.68,92,4,20,75,29.9,0
69979.47,41,4,13,133,32.4,0
223818.28,26,0,13,79,5.0,0
69221.09,41,4,14,114,35.3,1
59223.47,80,1,2,140,5.0,0
259699.08,61,2,12,30,15.7,0
12799.04,69,2,0,-5,5.0,0
226730.61,27,2,21,75,30.4,0
40008.5,56,4,4,163,15.9,0
38847.64,5,3,10,57,37.8,0
65226.08,91,1,2,30,5.0,0
181014.62,75,1,16,69,5.0,0
45484.12,12,2,20,97,31.7,0
149416.12,93,0,10,102,5.0,0
69553.5,60,3,0,93,7.7,0
18317.26,76,2,17,26,16.6,0
89165.46,5,4,16,120,47.5,1
5529.73,80,3,19,96,20.4,0
32951.24,16,4,5,53,39.9,0
69239.47,43,3,13,104,24.7,0
51490.35,59,0,10,30,5.0,0
25583.97,9,1,24,30,33.3,0
99267.13,16,4,20,74,52.8,1
28500.44,118,3,7,128,5.0,0
422104.08,43,1,8,30,7.1,0
43253.6,72,3,17,100,20.4,1
164384.4,15,4,20,30,57.5,0
108597.92,38,0,22,168,5.0,0
249521.77,89,3,12,74,12.9,0
328260.79,72,3,16,134,16.0,0
42630.05,119,0,4,15,5.0,1
55094.22,60,3,23,167,23.3,0
129056.06,46,4,7,32,35.0,0
139113.02,23,3,12,5,39.6,0
230244.46,103,3,9,77,5.4,1
80821.51,63,0,12,124,5.0,0
42460.05,33,0,10,30,5.0,0
156243.35,59,4,11,121,26.2,0
118392.35,10,1,2,28,11.2,0
11094.05,25,0,1,30,5.0,0
10998.23,11,1,1,101,5.0,0
93096.05,35,3,15,30,36.5,0
31674.63,18,1,1,-26,13.2,0
12825.94,62,1,8,41,5.0,0
29559.34,73,2,14,112,5.9,0
13146.89,38,2,9,38,18.8,0
22334.66,7,1,1,49,9.0,0
24858.0,64,3,3,89,9.9,0
210672.12,78,3,15,67,19.9,1
59707.8,11,4,8,144,35.3,1
45038.75,2,2,4,30,25.4,1
106908.07,8,1,0,30,9.6,0
32264.34,87,4,13,178,14.1,0
32359.1,94,2,16,123,5.0,0
604967.96,109,2,4,159,5.0,0
69709.82,107,3,0,89,5.0,0
40223.42,57,0,2,79,5.0,0
36426.17,113,4,23,-9,35.0,0
35346.53,17,2,4,70,16.9,1
24264.59,83,4,7,71,20.0,0
302739.42,24,0,23,80,12.8,0
56145.49,109,0,23,-20,5.0,0
232126.73,113,3,18,178,5.0,0
19765.5,34,3,15,30,36.8,0
237376.01,63,3,18,30,31.1,0
44628.04,104,0,18,9,5.0,0
38225.79,21,4,11,37,46.0,0
44556.15,46,4,1,102,22.0,0
69262.76,54,0,5,2,5.0,1
90682.29,28,0,0,23,5.0,0
9539.56,70,3,13,3,26.7,0
84434.64,69,4,6,10,29.3,0
26260.89,95,1,19,-9,6.4,0
64546.42,73,0,4,50,5.0,0
14510.51,7,2,13,97,26.2,0
26960.76,102,3,23,175,9.9,0
28318.3,47,3,4,84,16.5,1
157699.37,64,0,21,-14,8.2,0
64645.72,115,0,4,108,5.0,0
134323.88,87,0,2,48,5.0,0
28513.52,53,4,12,92,31.9,1
94546.63,52,2,23,84,24.0,0
34885.14,85,0,8,-7,5.0,1
11537.98,65,4,18,108,32.7,1
109975.35,69,3,15,45,24.8,1
7047.77,81,2,5,107,5.0,0
113380.21,92,1,20,137,5.0,0
21098.53,68,0,7,85,5.0,0
4263.11,14,0,4,30,5.0,0
8002.3,18,2,15,-11,35.7,1
5229.81,28,0,16,176,5.0,0
39801.2,87,1,18,30,5.0,0
72047.69,45,3,11,-17,34.2,1
40497.51,40,4,17,4,49.6,0
115863.66,38,0,9,30,5.0,0
132560.66,71,1,0,177,5.0,0
49929.77,78,3,22,118,21.8,1
61670.9,30,3,18,16,42.4,1
198018.5,75,0,21,152,5.0,0
10324.1,6,0,19,-12,23.4,1
141103.18,81,4,6,13,25.4,0
9671.97,16,4,5,-8,46.0,1
105952.2,33,2,11,78,18.3,0
7504.53,24,4,17,118,43.0,1
83506.79,40,4,2,20,33.0,1
35131.69,103,0,22,30,5.0,0
38357.72,71,3,17,155,15.2,0
42085.9,5,3,3,33,33.2,1
11550.89,103,0,5,-17,5.0,0
61186.61,86,1,24,-18,15.0,0
181274.32,7,4,3,45,41.4,0
94473.95,70,4,22,152,30.8,0
146581.11,6,2,18,30,38.2,1
1528.1,19,0,16,-7,16.0,0
190729.08,46,2,2,30,10.2,0
49456.28,45,1,23,32,21.3,0
23889.5,105,1,7,-14,5.0,0
22487.7,12,1,0,125,5.0,0
9618.17,7,0,6,130,5.0,1
132901.94,13,1,14,30,22.1,0
14937.76,77,3,16,129,15.0,0
165861.81,38,3,1,-6,25.2,0
17244.25,113,4,19,-13,31.4,1
29270.0,57,4,3,43,26.6,0
7373.31,44,2,1,30,9.8,0
19133.76,108,3,23,24,23.2,1
127640.37,59,1,12,135,5.0,0
46321.15,8,3,3,0,35.6,1
94061.04,38,4,14,89,38.7,0
27922.99,93,1,5,129,5.0,0
44430.64,101,0,7,88,5.0,0
3807.86,31,3,2,30,24.7,0
18830.03,78,1,3,176,5.0,0
24193.28,45,4,9,34,37.1,1
310496.87,22,4,21,116,47.8,1
13141.79,62,4,5,80,23.4,1
391167.99,8,4,20,41,58.5,1
23972.56,35,0,3,30,5.0,0
427369.08,62,0,15,37,5.0,0
51664.06,109,4,11,-8,24.1,0
16215.23,60,4,16,30,40.0,1
36328.95,116,3,11,145,5.0,0
260979.38,29,0,11,122,5.0,1
105397.21,21,3,19,45,43.2,0
68967.67,22,1,8,76,8.8,1
66582.39,49,4,23,30,50.3,1
22252.59,64,3,24,59,33.9,0
151288.05,59,4,10,-22,39.5,0
12610.07,53,4,19,30,45.1,0
23257.0,11,3,13,180,26.7,0
113680.79,63,0,9,124,5.0,0
37836.26,73,1,8,106,5.0,0
18409.93,5,4,17,30,57.5,1
4352.39,108,4,17,163,13.3,1
20138.86,118,0,0,30,5.0,0
60906.13,48,2,3,44,9.2,0
33139.41,51,4,9,30,35.7,0
11921.84,14,1,13,11,22.7,0
11818.29,39,4,13,170,29.3,1
35351.38,111,1,22,180,5.0,0
75439.53,42,1,13,30,12.4,0
57308.07,105,1,10,135,5.0,0
53465.6,74,2,9,175,5.0,0
100748.17,117,0,15,97,5.0,0
248438.09,5,2,12,-20,37.5,0
76585.63,21,2,3,48,16.9,0
9228.91,114,1,15,-7,5.0,0
251092.87,9,2,1,113,12.0,1
31217.65,13,2,8,18,27.3,0
65383.92,102,4,11,33,22.1,0
474594.4,82,1,2,30,5.0,0
9796.54,110,4,8,30,17.0,0
50775.52,5,4,24,30,64.5,0
112157.95,28,3,16,69,35.7,1
41633.93,67,0,10,134,5.0,0
5135.09,10,4,3,170,28.0,0
28761.49,85,1,7,128,5.0,0
43241.68,92,2,8,30,5.0,0
151473.3,104,3,14,30,14.8,1
56571.46,119,0,24,133,5.0,0
120696.57,114,2,12,51,5.0,0
6731.35,23,0,1,30,5.0,0
6728.95,82,4,18,70,31.4,1
153655.62,108,1,12,30,5.0,0
21119.12,86,4,18,94,27.8,0
18991.57,74,1,11,30,5.0,0
31477.27,80,1,16,158,5.0,0
40152.74,3,1,0,45,9.6,0
14908.24,32,2,12,36,23.8,0
620927.5,74,2,20,67,16.1,0
62104.17,111,4,12,20,21.7,0
13066.74,85,2,16,86,6.9,0
5528.78,47,1,17,30,14.9,0
112012.58,4,3,18,151,36.7,1
86727.65,107,0,18,40,5.0,0
18622.86,20,3,4,87,24.3,0
77179.02,15,4,9,30,46.5,0
82235.05,21,2,14,23,30.4,0
203361.1,54,4,21,171,32.7,0
14051.43,39,4,23,136,42.7,0
10470.04,84,3,20,137,16.1,0
2408.89,82,4,21,23,39.1,0
247314.18,86,1,21,176,5.0,0
19159.36,12,1,10,104,11.0,0
119642.96,86,0,5,63,5.0,0
37693.42,26,2,7,176,6.6,0
32227.67,112,4,4,30,12.4,0
79426.87,111,4,5,89,7.8,0
14549.41,84,1,8,29,5.0,0
724089.11,115,0,21,99,5.0,0
115478.43,31,2,9,168,7.9,0
15367.52,10,2,11,33,29.7,1
71363.2,62,4,18,178,26.6,0
135456.96,49,0,18,116,5.0,0
16399.46,86,1,24,17,11.5,0
47571.3,9,2,6,127,15.6,0
13512.39,33,1,24,100,19.1,0
40085.63,3,4,2,30,43.1,1
208000.69,107,2,12,159,5.0,0
35619.66,78,0,8,113,5.0,0
23358.32,79,3,15,30,23.3,0
78489.48,39,1,0,30,5.0,0
105532.46,5,2,8,165,15.0,1
76718.37,43,0,17,30,6.1,1
1720.32,7,2,2,17,23.2,1
68740.9,4,2,0,74,16.4,0
96826.39,85,3,14,81,15.4,0
4566.16,110,2,1,81,5.0,0
28638.41,117,2,15,30,5.0,0
57141.58,95,0,18,35,5.0,0
29113.68,45,0,20,139,5.0,0
64992.51,72,2,15,142,5.0,0
60445.72,7,0,9,94,5.0,0
36362.58,43,4,15,30,44.1,0
159538.29,66,0,11,41,5.0,0
14064.82,31,3,21,150,31.7,0
86840.5,60,4,2,30,26.0,0
106891.2,22,4,0,30,35.4,0
20974.13,73,2,2,147,5.0,0
42161.28,29,4,18,30,51.3,0
39482.97,32,4,20,30,52.4,0
56030.92,110,2,22,31,10.9,0
64811.34,99,3,13,119,6.4,0
25938.9,8,2,15,30,34.6,1
16604.43,32,3,22,29,44.5,0
124590.45,33,3,15,156,24.5,1
74654.11,35,3,3,163,11.2,0
14116.32,108,0,12,175,5.0,0
